plot_name;treatment;natives;non_natives;number_focal_sp;cover_focal_sp;forbs;graminoids;legumes;bare_ground;non_focal_inv1;non_focal_inv2;background_management;site_type;year;species;site_name;datum;municipality;longitude;latitude;northing;easting;elevation;plotID
C1;control;7;6;NA;6;6;5;2;3;NA;NA;no;roadside_riverside;2021;lupinus;L 2.1;20.07.2021 00:00;Zuoz;9.9616242;46.595915;2793204.469;1163481.954;1666.82312;L 2.1_C1
R2;removal;6;8;NA;8;6;3;0;3;NA;NA;no;roadside_riverside;2021;lupinus;L 2.1;20.07.2021 00:00;Zuoz;9.9616242;46.595915;2793204.469;1163481.954;1666.82312;L 2.1_R2
C2;control;6;6;NA;6;6;5;2;6;NA;NA;no;roadside_riverside;2021;lupinus;L 2.1;20.07.2021 00:00;Zuoz;9.9616242;46.595915;2793204.469;1163481.954;1666.82312;L 2.1_C2
R3;removal;5;6;NA;6;5;4;2;6;NA;NA;no;roadside_riverside;2021;lupinus;L 2.1;20.07.2021 00:00;Zuoz;9.9616242;46.595915;2793204.469;1163481.954;1666.82312;L 2.1_R3
C3;control;7;6;NA;6;4;6;3;3;NA;NA;no;roadside_riverside;2021;lupinus;L 2.1;20.07.2021 00:00;Zuoz;9.9616242;46.595915;2793204.469;1163481.954;1666.82312;L 2.1_C3
R4;removal;6;7;NA;7;6;4;3;5;NA;NA;no;roadside_riverside;2021;lupinus;L 2.1;20.07.2021 00:00;Zuoz;9.9616242;46.595915;2793204.469;1163481.954;1666.82312;L 2.1_R4
C4;control;7;6;NA;6;6;5;2;4;NA;NA;no;roadside_riverside;2021;lupinus;L 2.1;20.07.2021 00:00;Zuoz;9.9616242;46.595915;2793204.469;1163481.954;1666.82312;L 2.1_C4
R1;removal;8;7;NA;7;6;6;4;0;NA;NA;no;riverside_pathside;2021;lupinus;L 2.2;20.07.2021 00:00;La Punt;9.9207272;46.574005;2790149.604;1160947.876;1685.812378;L 2.2_R1
C1;control;6;8;NA;8;6;4;2;0;NA;NA;no;riverside_pathside;2021;lupinus;L 2.2;20.07.2021 00:00;La Punt;9.9207272;46.574005;2790149.604;1160947.876;1685.812378;L 2.2_C1
R2;removal;8;5;NA;5;8;4;4;0;NA;NA;no;riverside_pathside;2021;lupinus;L 2.2;20.07.2021 00:00;La Punt;9.9207272;46.574005;2790149.604;1160947.876;1685.812378;L 2.2_R2
C2;control;8;4;NA;4;6;7;4;2;NA;NA;no;riverside_pathside;2021;lupinus;L 2.2;20.07.2021 00:00;La Punt;9.9207272;46.574005;2790149.604;1160947.876;1685.812378;L 2.2_C2
R3;removal;7;7;NA;7;6;5;5;0;NA;NA;no;riverside_pathside;2021;lupinus;L 2.2;20.07.2021 00:00;La Punt;9.9207272;46.574005;2790149.604;1160947.876;1685.812378;L 2.2_R3
C3;control;8;6;NA;6;6;6;4;0;NA;NA;no;riverside_pathside;2021;lupinus;L 2.2;20.07.2021 00:00;La Punt;9.9207272;46.574005;2790149.604;1160947.876;1685.812378;L 2.2_C3
R4;removal;5;8;NA;8;4;4;4;0;NA;NA;no;riverside_pathside;2021;lupinus;L 2.2;20.07.2021 00:00;La Punt;9.9207272;46.574005;2790149.604;1160947.876;1685.812378;L 2.2_R4
C4;control;8;5;NA;5;7;5;3;3;NA;NA;no;riverside_pathside;2021;lupinus;L 2.2;20.07.2021 00:00;La Punt;9.9207272;46.574005;2790149.604;1160947.876;1685.812378;L 2.2_C4
R1;removal;8;4;NA;4;5;7;5;0;NA;NA;no;riverside_meadow;2021;lupinus;L 2.3;20.07.2021 00:00;La Punt;9.9292111;46.582767;2790768.656;1161941.91;1681.856689;L 2.3_R1
C1;control;6;8;NA;8;5;4;2;0;NA;NA;no;riverside_meadow;2021;lupinus;L 2.3;20.07.2021 00:00;La Punt;9.9292111;46.582767;2790768.656;1161941.91;1681.856689;L 2.3_C1
R2;removal;6;8;NA;8;6;4;0;0;NA;NA;no;riverside_meadow;2021;lupinus;L 2.3;20.07.2021 00:00;La Punt;9.9292111;46.582767;2790768.656;1161941.91;1681.856689;L 2.3_R2
C2;control;7;8;NA;8;5;6;3;0;NA;NA;no;riverside_meadow;2021;lupinus;L 2.3;20.07.2021 00:00;La Punt;9.9292111;46.582767;2790768.656;1161941.91;1681.856689;L 2.3_C2
R1;removal;7;7;NA;7;6;6;0;3;NA;NA;no;riverside;2021;lupinus;L -1.1;21.07.2021 00:00;Susch;10.074933;46.749477;2801307.894;1180826.66;1516.400635;L -1.1_R1
C1;control;6;6;NA;6;6;6;0;5;NA;NA;no;riverside;2021;lupinus;L -1.1;21.07.2021 00:00;Susch;10.074933;46.749477;2801307.894;1180826.66;1516.400635;L -1.1_C1
R2;removal;7;6;NA;6;6;6;0;3;NA;NA;no;riverside;2021;lupinus;L -1.1;21.07.2021 00:00;Susch;10.074933;46.749477;2801307.894;1180826.66;1516.400635;L -1.1_R2
C2;control;6;7;NA;7;5;6;0;2;NA;NA;no;riverside;2021;lupinus;L -1.1;21.07.2021 00:00;Susch;10.074933;46.749477;2801307.894;1180826.66;1516.400635;L -1.1_C2
R3;removal;8;6;NA;6;7;5;0;2;NA;NA;no;riverside;2021;lupinus;L -1.1;21.07.2021 00:00;Susch;10.074933;46.749477;2801307.894;1180826.66;1516.400635;L -1.1_R3
C3;control;7;7;NA;7;6;5;0;3;NA;NA;no;riverside;2021;lupinus;L -1.1;21.07.2021 00:00;Susch;10.074933;46.749477;2801307.894;1180826.66;1516.400635;L -1.1_C3
R4;removal;8;6;NA;6;8;3;4;3;NA;NA;no;riverside;2021;lupinus;L -1.1;21.07.2021 00:00;Susch;10.074933;46.749477;2801307.894;1180826.66;1516.400635;L -1.1_R4
C4;control;8;6;NA;6;7;5;2;3;NA;NA;no;riverside;2021;lupinus;L -1.1;21.07.2021 00:00;Susch;10.074933;46.749477;2801307.894;1180826.66;1516.400635;L -1.1_C4
R1;removal;8;5;NA;5;7;5;0;4;NA;NA;no;roadside_railway;2021;lupinus;L -1.2;21.07.2021 00:00;Lavin;10.107853;46.766025;2803759.028;1182750.013;1419.510132;L -1.2_R1
C1;control;6;6;NA;6;6;4;0;5;NA;NA;no;roadside_railway;2021;lupinus;L -1.2;21.07.2021 00:00;Lavin;10.107853;46.766025;2803759.028;1182750.013;1419.510132;L -1.2_C1
R2;removal;5;6;NA;6;5;3;0;6;NA;NA;no;roadside_railway;2021;lupinus;L -1.2;21.07.2021 00:00;Lavin;10.107853;46.766025;2803759.028;1182750.013;1419.510132;L -1.2_R2
C2;control;6;4;NA;4;4;5;3;6;NA;NA;no;roadside_railway;2021;lupinus;L -1.2;21.07.2021 00:00;Lavin;10.107853;46.766025;2803759.028;1182750.013;1419.510132;L -1.2_C2
R1;removal;5;8;NA;8;5;3;3;3;NA;NA;no;pathside;2021;lupinus;L 1.2;22.07.2021 00:00;Tarasp;10.271856;46.77747;2816231.668;1184460.583;1527.908813;L 1.2_R1
R1;removal;8;5;NA;5;6;6;3;2;NA;NA;no;roadside;2021;lupinus;L 5.2;22.07.2021 00:00;St. Moritz;9.8242914;46.486225;2783057.996;1150966.16;1883.338135;L 5.2_R1
C1;control;8;5;NA;5;5;7;3;3;NA;NA;no;roadside;2021;lupinus;L 5.2;22.07.2021 00:00;St. Moritz;9.8242914;46.486225;2783057.996;1150966.16;1883.338135;L 5.2_C1
R1;removal;7;6;NA;6;4;5;6;4;NA;NA;no;roadside_riverside;2021;lupinus;L 1.3;22.07.2021 00:00;Casaccia;9.6828317;46.398153;2772482.194;1140860.364;1550.727661;L 1.3_R1
C1;control;8;6;NA;6;4;7;4;2;NA;NA;no;roadside_riverside;2021;lupinus;L 1.3;22.07.2021 00:00;Casaccia;9.6828317;46.398153;2772482.194;1140860.364;1550.727661;L 1.3_C1
R2;removal;7;6;NA;6;4;7;0;5;NA;NA;no;roadside_riverside;2021;lupinus;L 1.3;22.07.2021 00:00;Casaccia;9.6828317;46.398153;2772482.194;1140860.364;1550.727661;L 1.3_R2
C2;control;8;6;NA;6;6;7;0;1;NA;NA;no;roadside_riverside;2021;lupinus;L 1.3;22.07.2021 00:00;Casaccia;9.6828317;46.398153;2772482.194;1140860.364;1550.727661;L 1.3_C2
R3;removal;7;8;NA;8;5;6;3;2;NA;NA;no;roadside_riverside;2021;lupinus;L 1.3;22.07.2021 00:00;Casaccia;9.6828317;46.398153;2772482.194;1140860.364;1550.727661;L 1.3_R3
C3;control;8;6;NA;6;4;7;0;3;NA;NA;no;roadside_riverside;2021;lupinus;L 1.3;22.07.2021 00:00;Casaccia;9.6828317;46.398153;2772482.194;1140860.364;1550.727661;L 1.3_C3
R1;removal;7;6;NA;6;7;2;3;5;NA;NA;no;Pasture;2021;lupinus;L 5.3;23.07.2021 00:00;Flüelapass;9.9236317;46.785273;2789628.331;1184426.265;1966.300659;L 5.3_R1
C1;control;7;5;NA;5;6;2;4;5;NA;NA;no;Pasture;2021;lupinus;L 5.3;23.07.2021 00:00;Flüelapass;9.9236317;46.785273;2789628.331;1184426.265;1966.300659;L 5.3_C1
R2;removal;8;5;NA;5;8;3;4;4;NA;NA;no;Pasture;2021;lupinus;L 5.3;23.07.2021 00:00;Flüelapass;9.9236317;46.785273;2789628.331;1184426.265;1966.300659;L 5.3_R2
C2;control;7;5;NA;5;6;3;5;3;NA;NA;no;Pasture;2021;lupinus;L 5.3;23.07.2021 00:00;Flüelapass;9.9236317;46.785273;2789628.331;1184426.265;1966.300659;L 5.3_C2
R3;removal;8;5;NA;5;7;2;5;3;NA;NA;no;Pasture;2021;lupinus;L 5.3;23.07.2021 00:00;Flüelapass;9.9236317;46.785273;2789628.331;1184426.265;1966.300659;L 5.3_R3
C3;control;7;5;NA;5;6;3;4;5;NA;NA;no;Pasture;2021;lupinus;L 5.3;23.07.2021 00:00;Flüelapass;9.9236317;46.785273;2789628.331;1184426.265;1966.300659;L 5.3_C3
R4;removal;7;4;NA;4;4;6;2;5;NA;NA;no;Pasture;2021;lupinus;L 5.3;23.07.2021 00:00;Flüelapass;9.9236317;46.785273;2789628.331;1184426.265;1966.300659;L 5.3_R4
C4;control;6;2;NA;2;6;3;4;7;NA;NA;no;Pasture;2021;lupinus;L 5.3;23.07.2021 00:00;Flüelapass;9.9236317;46.785273;2789628.331;1184426.265;1966.300659;L 5.3_C4
R1;removal;6;5;NA;5;5;0;3;7;NA;NA;no;riverside_pathside;2021;lupinus;L -3.1;29.07.2021 00:00;Klosters;9.9239429;46.859138;2789391.994;1192633.371;1265.458618;L -3.1_R1
C1;control;6;8;NA;8;6;0;3;5;NA;NA;no;riverside_pathside;2021;lupinus;L -3.1;29.07.2021 00:00;Klosters;9.9239429;46.859138;2789391.994;1192633.371;1265.458618;L -3.1_C1
R2;removal;7;6;NA;6;7;0;0;4;NA;NA;no;riverside_pathside;2021;lupinus;L -3.1;29.07.2021 00:00;Klosters;9.9239429;46.859138;2789391.994;1192633.371;1265.458618;L -3.1_R2
C2;control;6;7;NA;7;6;0;0;5;NA;NA;no;riverside_pathside;2021;lupinus;L -3.1;29.07.2021 00:00;Klosters;9.9239429;46.859138;2789391.994;1192633.371;1265.458618;L -3.1_C2
R3;removal;6;6;NA;6;6;2;0;6;NA;NA;no;riverside_pathside;2021;lupinus;L -3.1;29.07.2021 00:00;Klosters;9.9239429;46.859138;2789391.994;1192633.371;1265.458618;L -3.1_R3
C3;control;7;6;NA;6;5;6;0;5;NA;NA;no;riverside_pathside;2021;lupinus;L -3.1;29.07.2021 00:00;Klosters;9.9239429;46.859138;2789391.994;1192633.371;1265.458618;L -3.1_C3
R4;removal;7;7;NA;7;6;5;3;5;NA;NA;no;riverside_pathside;2021;lupinus;L -3.1;29.07.2021 00:00;Klosters;9.9239429;46.859138;2789391.994;1192633.371;1265.458618;L -3.1_R4
C4;control;7;6;NA;6;5;6;4;5;NA;NA;no;riverside_pathside;2021;lupinus;L -3.1;29.07.2021 00:00;Klosters;9.9239429;46.859138;2789391.994;1192633.371;1265.458618;L -3.1_C4
R5;removal;7;7;NA;7;5;6;4;4;NA;NA;no;riverside_pathside;2021;lupinus;L -3.1;29.07.2021 00:00;Klosters;9.9239429;46.859138;2789391.994;1192633.371;1265.458618;L -3.1_R5
C5;control;8;7;NA;7;8;3;3;3;NA;NA;no;riverside_pathside;2021;lupinus;L -3.1;29.07.2021 00:00;Klosters;9.9239429;46.859138;2789391.994;1192633.371;1265.458618;L -3.1_C5
R1;removal;7;7;NA;7;7;0;3;3;NA;NA;no;Roadside;2021;lupinus;L -2.1;29.07.2021 00:00;Klosters;9.9375802;46.856889;2790439.228;1192416.536;1382.250977;L -2.1_R1
C1;control;7;6;NA;6;7;3;3;3;NA;NA;no;Roadside;2021;lupinus;L -2.1;29.07.2021 00:00;Klosters;9.9375802;46.856889;2790439.228;1192416.536;1382.250977;L -2.1_C1
R2;removal;8;6;NA;6;8;3;3;1;NA;NA;no;Roadside;2021;lupinus;L -2.1;29.07.2021 00:00;Klosters;9.9375802;46.856889;2790439.228;1192416.536;1382.250977;L -2.1_R2
C2;control;8;6;NA;6;8;2;3;2;NA;NA;no;Roadside;2021;lupinus;L -2.1;29.07.2021 00:00;Klosters;9.9375802;46.856889;2790439.228;1192416.536;1382.250977;L -2.1_C2
R3;removal;8;5;NA;5;8;2;2;4;NA;NA;no;Roadside;2021;lupinus;L -2.1;29.07.2021 00:00;Klosters;9.9375802;46.856889;2790439.228;1192416.536;1382.250977;L -2.1_R3
C3;control;7;7;NA;7;7;2;2;4;NA;NA;no;Roadside;2021;lupinus;L -2.1;29.07.2021 00:00;Klosters;9.9375802;46.856889;2790439.228;1192416.536;1382.250977;L -2.1_C3
R4;removal;7;7;NA;7;7;4;2;2;NA;NA;no;Roadside;2021;lupinus;L -2.1;29.07.2021 00:00;Klosters;9.9375802;46.856889;2790439.228;1192416.536;1382.250977;L -2.1_R4
C4;control;8;6;NA;6;8;3;3;2;NA;NA;no;Roadside;2021;lupinus;L -2.1;29.07.2021 00:00;Klosters;9.9375802;46.856889;2790439.228;1192416.536;1382.250977;L -2.1_C4
R5;removal;8;7;NA;7;8;3;4;0;NA;NA;no;Roadside;2021;lupinus;L -2.1;29.07.2021 00:00;Klosters;9.9375802;46.856889;2790439.228;1192416.536;1382.250977;L -2.1_R5
C5;control;8;5;NA;5;8;2;0;0;NA;NA;no;Roadside;2021;lupinus;L -2.1;29.07.2021 00:00;Klosters;9.9375802;46.856889;2790439.228;1192416.536;1382.250977;L -2.1_C5
R1;removal;7;8;NA;8;6;5;4;2;NA;NA;no;Lakeside;2021;lupinus;L 1.4;29.07.2021 00:00;Davos Laret;9.8695855;46.844247;2785300.756;1190849.095;1506.973877;L 1.4_R1
R1;removal;8;6;NA;6;3;8;5;0;NA;NA;no;pathside_railway;2021;lupinus;L 1.5;30.07.2021 00:00;Davos;9.8510924;46.813792;2783995.097;1187421.928;1565.209351;L 1.5_R1
C1;control;8;6;NA;6;4;8;4;1;NA;NA;no;pathside_railway;2021;lupinus;L 1.5;30.07.2021 00:00;Davos;9.8510924;46.813792;2783995.097;1187421.928;1565.209351;L 1.5_C1
R2;removal;6;8;NA;8;3;6;2;2;NA;NA;no;pathside_railway;2021;lupinus;L 1.5;30.07.2021 00:00;Davos;9.8510924;46.813792;2783995.097;1187421.928;1565.209351;L 1.5_R2
C2;control;7;7;NA;7;4;7;3;1;NA;NA;no;pathside_railway;2021;lupinus;L 1.5;30.07.2021 00:00;Davos;9.8510924;46.813792;2783995.097;1187421.928;1565.209351;L 1.5_C2
R3;removal;7;7;NA;7;5;6;3;3;NA;NA;no;pathside_railway;2021;lupinus;L 1.5;30.07.2021 00:00;Davos;9.8510924;46.813792;2783995.097;1187421.928;1565.209351;L 1.5_R3
C3;control;8;4;NA;4;7;6;2;3;NA;NA;no;pathside_railway;2021;lupinus;L 1.5;30.07.2021 00:00;Davos;9.8510924;46.813792;2783995.097;1187421.928;1565.209351;L 1.5_C3
R1;removal;8;0;NA;0;4;7;4;5;NA;NA;no;roadside;2022;lupinus;L 1.1;08.06.2022 00:00;Sedrun;8.7212678;46.660545;2698080.433;1168359.901;1527.412354;L 1.1_R1
C1;control;8;6;NA;6;2;8;2;0;NA;NA;no;roadside;2022;lupinus;L 1.1;08.06.2022 00:00;Sedrun;8.7212678;46.660545;2698080.433;1168359.901;1527.412354;L 1.1_C1
R1;removal;8;3;NA;3;6;7;0;1;NA;NA;yes;lakeside_meadow;2022;lupinus;L 3.1;05.07.2022 00:00;St. Moritz;9.8551308;46.496877;2785388.111;1152222.048;1767.806274;L 3.1_R1
C1;control;8;7;NA;7;6;7;2;2;NA;NA;yes;lakeside_meadow;2022;lupinus;L 3.1;05.07.2022 00:00;St. Moritz;9.8551308;46.496877;2785388.111;1152222.048;1767.806274;L 3.1_C1
R2;removal;8;4;NA;4;6;6;3;5;NA;NA;yes;lakeside_meadow;2022;lupinus;L 3.1;05.07.2022 00:00;St. Moritz;9.8551308;46.496877;2785388.111;1152222.048;1767.806274;L 3.1_R2
C2;control;7;7;NA;7;6;5;1;3;NA;NA;yes;lakeside_meadow;2022;lupinus;L 3.1;05.07.2022 00:00;St. Moritz;9.8551308;46.496877;2785388.111;1152222.048;1767.806274;L 3.1_C2
R3;removal;8;3;NA;3;6;6;4;5;NA;NA;yes;lakeside_meadow;2022;lupinus;L 3.1;05.07.2022 00:00;St. Moritz;9.8551308;46.496877;2785388.111;1152222.048;1767.806274;L 3.1_R3
C3;control;8;6;NA;6;6;7;2;0;NA;NA;yes;lakeside_meadow;2022;lupinus;L 3.1;05.07.2022 00:00;St. Moritz;9.8551308;46.496877;2785388.111;1152222.048;1767.806274;L 3.1_C3
R1;removal;6;0;NA;0;5;5;0;7;NA;NA;no;roadside_lakeside;2022;lupinus;L 4.1;05.07.2022 00:00;Champfer;9.8026732;46.470517;2781451.631;1149170.741;1818.606445;L 4.1_R1
C1;control;6;7;NA;7;4;6;0;4;NA;NA;no;roadside_lakeside;2022;lupinus;L 4.1;05.07.2022 00:00;Champfer;9.8026732;46.470517;2781451.631;1149170.741;1818.606445;L 4.1_C1
R2;removal;7;0;NA;0;5;6;0;6;NA;NA;no;roadside_lakeside;2022;lupinus;L 4.1;05.07.2022 00:00;Champfer;9.8026732;46.470517;2781451.631;1149170.741;1818.606445;L 4.1_R2
C2;control;7;7;NA;7;4;7;0;1;NA;NA;no;roadside_lakeside;2022;lupinus;L 4.1;05.07.2022 00:00;Champfer;9.8026732;46.470517;2781451.631;1149170.741;1818.606445;L 4.1_C2
R3;removal;7;5;NA;5;6;5;0;4;NA;NA;no;roadside_lakeside;2022;lupinus;L 4.1;05.07.2022 00:00;Champfer;9.8026732;46.470517;2781451.631;1149170.741;1818.606445;L 4.1_R3
C3;control;7;6;NA;6;5;7;0;2;NA;NA;no;roadside_lakeside;2022;lupinus;L 4.1;05.07.2022 00:00;Champfer;9.8026732;46.470517;2781451.631;1149170.741;1818.606445;L 4.1_C3
R4;removal;8;2;NA;2;5;7;0;5;NA;NA;no;roadside_lakeside;2022;lupinus;L 4.1;05.07.2022 00:00;Champfer;9.8026732;46.470517;2781451.631;1149170.741;1818.606445;L 4.1_R4
C4;control;8;6;NA;6;4;8;0;2;NA;NA;no;roadside_lakeside;2022;lupinus;L 4.1;05.07.2022 00:00;Champfer;9.8026732;46.470517;2781451.631;1149170.741;1818.606445;L 4.1_C4
R1;removal;8;2;NA;2;5;8;2;1;NA;NA;no;roadise_riverside;2022;lupinus;L 4.2;04.07.2022 00:00;St. Moritz;9.82197;46.483522;2782888.98;1150660.438;1832.03064;L 4.2_R1
C1;control;8;6;NA;6;5;7;4;0;NA;NA;no;roadise_riverside;2022;lupinus;L 4.2;04.07.2022 00:00;St. Moritz;9.82197;46.483522;2782888.98;1150660.438;1832.03064;L 4.2_C1
R2;removal;8;3;NA;3;7;5;2;2;NA;NA;no;roadise_riverside;2022;lupinus;L 4.2;04.07.2022 00:00;St. Moritz;9.82197;46.483522;2782888.98;1150660.438;1832.03064;L 4.2_R2
C2;control;8;7;NA;7;6;6;2;0;NA;NA;no;roadise_riverside;2022;lupinus;L 4.2;04.07.2022 00:00;St. Moritz;9.82197;46.483522;2782888.98;1150660.438;1832.03064;L 4.2_C2
R1;removal;8;0;NA;0;8;3;4;2;NA;NA;no;meadow;2022;lupinus;L 4.3;12.07.2022 00:00;Pontresina;9.9067787;46.486751;2789386.081;1151220.499;1826.035889;L 4.3_R1
C1;control;8;5;NA;5;7;2;5;2;NA;NA;no;meadow;2022;lupinus;L 4.3;12.07.2022 00:00;Pontresina;9.9067787;46.486751;2789386.081;1151220.499;1826.035889;L 4.3_C1
R2;removal;8;3;NA;3;8;3;3;4;NA;NA;no;meadow;2022;lupinus;L 4.3;12.07.2022 00:00;Pontresina;9.9067787;46.486751;2789386.081;1151220.499;1826.035889;L 4.3_R2
C2;control;8;7;NA;7;8;3;3;2;NA;NA;no;meadow;2022;lupinus;L 4.3;12.07.2022 00:00;Pontresina;9.9067787;46.486751;2789386.081;1151220.499;1826.035889;L 4.3_C2
R3;removal;7;4;NA;4;7;2;3;5;NA;NA;no;meadow;2022;lupinus;L 4.3;12.07.2022 00:00;Pontresina;9.9067787;46.486751;2789386.081;1151220.499;1826.035889;L 4.3_R3
C3;control;7;7;NA;7;7;2;3;2;NA;NA;no;meadow;2022;lupinus;L 4.3;12.07.2022 00:00;Pontresina;9.9067787;46.486751;2789386.081;1151220.499;1826.035889;L 4.3_C3
R1;removal;5;4;NA;4;5;2;3;7;NA;NA;no;riverside;2022;lupinus;L 3.2;12.07.2022 00:00;Pontresina;9.8969518;46.485293;2788637.079;1151034.832;1797.591797;L 3.2_R1
C1;control;7;6;NA;6;7;3;3;4;NA;NA;no;riverside;2022;lupinus;L 3.2;12.07.2022 00:00;Pontresina;9.8969518;46.485293;2788637.079;1151034.832;1797.591797;L 3.2_C1
R2;removal;7;4;NA;4;3;6;5;5;NA;NA;no;riverside;2022;lupinus;L 3.2;12.07.2022 00:00;Pontresina;9.8969518;46.485293;2788637.079;1151034.832;1797.591797;L 3.2_R2
C2;control;6;8;NA;8;5;4;3;1;NA;NA;no;riverside;2022;lupinus;L 3.2;12.07.2022 00:00;Pontresina;9.8969518;46.485293;2788637.079;1151034.832;1797.591797;L 3.2_C2
R3;removal;8;5;NA;5;7;6;3;0;NA;NA;no;riverside;2022;lupinus;L 3.2;12.07.2022 00:00;Pontresina;9.8969518;46.485293;2788637.079;1151034.832;1797.591797;L 3.2_R3
C3;control;7;6;NA;6;5;6;3;0;NA;NA;yes;riverside;2022;lupinus;L 3.2;12.07.2022 00:00;Pontresina;9.8969518;46.485293;2788637.079;1151034.832;1797.591797;L 3.2_C3
R4;removal;8;5;NA;5;3;8;6;0;NA;NA;no;riverside;2022;lupinus;L 3.2;12.07.2022 00:00;Pontresina;9.8969518;46.485293;2788637.079;1151034.832;1797.591797;L 3.2_R4
C4;control;8;6;NA;6;5;8;4;0;NA;NA;no;riverside;2022;lupinus;L 3.2;12.07.2022 00:00;Pontresina;9.8969518;46.485293;2788637.079;1151034.832;1797.591797;L 3.2_C4
R1;removal;8;3;NA;3;7;5;0;5;NA;NA;no;roadside;2022;lupinus;L 3.3;11.07.2022 00:00;Pontresina;9.8880526;46.503031;2787892.611;1152984.109;1748.569702;L 3.3_R1
C1;control;7;8;NA;8;5;6;2;1;NA;NA;no;roadside;2022;lupinus;L 3.3;11.07.2022 00:00;Pontresina;9.8880526;46.503031;2787892.611;1152984.109;1748.569702;L 3.3_C1
R2;removal;8;2;NA;2;6;7;3;3;NA;NA;no;roadside;2022;lupinus;L 3.3;11.07.2022 00:00;Pontresina;9.8880526;46.503031;2787892.611;1152984.109;1748.569702;L 3.3_R2
C2;control;7;7;NA;7;6;5;2;0;NA;NA;no;roadside;2022;lupinus;L 3.3;11.07.2022 00:00;Pontresina;9.8880526;46.503031;2787892.611;1152984.109;1748.569702;L 3.3_C2
R3;removal;8;6;NA;6;7;5;1;0;NA;NA;no;roadside;2022;lupinus;L 3.3;11.07.2022 00:00;Pontresina;9.8880526;46.503031;2787892.611;1152984.109;1748.569702;L 3.3_R3
C3;control;7;8;NA;8;5;6;3;0;NA;NA;no;roadside;2022;lupinus;L 3.3;11.07.2022 00:00;Pontresina;9.8880526;46.503031;2787892.611;1152984.109;1748.569702;L 3.3_C3
R4;removal;8;5;NA;5;8;5;0;0;NA;NA;no;roadside;2022;lupinus;L 3.3;11.07.2022 00:00;Pontresina;9.8880526;46.503031;2787892.611;1152984.109;1748.569702;L 3.3_R4
C4;control;8;5;NA;5;8;4;0;0;NA;NA;no;roadside;2022;lupinus;L 3.3;11.07.2022 00:00;Pontresina;9.8880526;46.503031;2787892.611;1152984.109;1748.569702;L 3.3_C4
R1;removal;8;0;NA;0;6;5;6;5;NA;NA;no;roadside_riverside;2022;lupinus;L 5.1;05.07.2022 00:00;St. Moritz;9.8199177;46.490415;2782708.224;1151421.469;1968.509644;L 5.1_R1
C1;control;8;7;NA;7;7;5;5;1;NA;NA;no;roadside_riverside;2022;lupinus;L 5.1;05.07.2022 00:00;St. Moritz;9.8199177;46.490415;2782708.224;1151421.469;1968.509644;L 5.1_C1
R2;removal;8;5;NA;5;7;6;3;0;NA;NA;no;roadside_riverside;2022;lupinus;L 5.1;05.07.2022 00:00;St. Moritz;9.8199177;46.490415;2782708.224;1151421.469;1968.509644;L 5.1_R2
C2;control;6;8;NA;8;5;4;3;0;NA;NA;no;roadside_riverside;2022;lupinus;L 5.1;05.07.2022 00:00;St. Moritz;9.8199177;46.490415;2782708.224;1151421.469;1968.509644;L 5.1_C2
R1;removal;8;5;NA;5;6;8;3;0;NA;NA;no;roadside_meadow;2022;lupinus;L 6.1;06.07.2022 00:00;St. Moritz;9.8198262;46.491269;2782698.322;1151516.136;2004.518188;L 6.1_R1
C1;control;8;6;NA;6;6;7;1;0;NA;NA;no;roadside_meadow;2022;lupinus;L 6.1;06.07.2022 00:00;St. Moritz;9.8198262;46.491269;2782698.322;1151516.136;2004.518188;L 6.1_C1
R2;removal;8;6;NA;6;6;7;3;0;NA;NA;no;roadside_meadow;2022;lupinus;L 6.1;06.07.2022 00:00;St. Moritz;9.8198262;46.491269;2782698.322;1151516.136;2004.518188;L 6.1_R2
C2;control;6;8;NA;8;3;6;0;0;NA;NA;no;roadside_meadow;2022;lupinus;L 6.1;06.07.2022 00:00;St. Moritz;9.8198262;46.491269;2782698.322;1151516.136;2004.518188;L 6.1_C2
R3;removal;8;4;NA;4;7;6;2;0;NA;NA;no;roadside_meadow;2022;lupinus;L 6.1;06.07.2022 00:00;St. Moritz;9.8198262;46.491269;2782698.322;1151516.136;2004.518188;L 6.1_R3
C3;control;5;8;NA;8;5;4;1;0;NA;NA;no;roadside_meadow;2022;lupinus;L 6.1;06.07.2022 00:00;St. Moritz;9.8198262;46.491269;2782698.322;1151516.136;2004.518188;L 6.1_C3
R4;removal;8;5;NA;5;8;3;3;0;NA;NA;no;roadside_meadow;2022;lupinus;L 6.1;06.07.2022 00:00;St. Moritz;9.8198262;46.491269;2782698.322;1151516.136;2004.518188;L 6.1_R4
C4;control;6;8;NA;8;6;1;0;0;NA;NA;no;roadside_meadow;2022;lupinus;L 6.1;06.07.2022 00:00;St. Moritz;9.8198262;46.491269;2782698.322;1151516.136;2004.518188;L 6.1_C4
R1;removal;7;4;NA;4;5;3;6;6;NA;NA;no;roadside_riverside;2022;lupinus;L 6.2;04.07.2022 00:00;Julierpass (Bivio);9.703413;46.464357;2773851.808;1148261.455;2077.348145;L 6.2_R1
C1;control;6;8;NA;8;4;3;5;3;NA;NA;no;roadside_riverside;2022;lupinus;L 6.2;04.07.2022 00:00;Julierpass (Bivio);9.703413;46.464357;2773851.808;1148261.455;2077.348145;L 6.2_C1
